"grande_regiao","idade_da_mae_na_ocasiao_do_parto","ano","mes_do_nascimento","sexo","hospital","domicilio"
"Sul","48 anos",2009,"Setembro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Outubro","Homens",2,"-"
"Sul","48 anos",2009,"Outubro","Mulheres",1,"-"
"Sul","48 anos",2009,"Novembro","Homens",NA,"1"
"Sul","48 anos",2009,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Dezembro","Homens",3,"-"
"Sul","48 anos",2009,"Dezembro","Mulheres",1,"-"
"Sul","48 anos",2009,"Janeiro","Homens",NA,"-"
"Sul","48 anos",2009,"Janeiro","Mulheres",1,"-"
"Sul","48 anos",2009,"Fevereiro","Homens",2,"-"
"Sul","48 anos",2009,"Fevereiro","Mulheres",2,"-"
"Sul","48 anos",2009,"Março","Homens",NA,"-"
"Sul","48 anos",2009,"Março","Mulheres",NA,"-"
"Sul","48 anos",2009,"Abril","Homens",1,"-"
"Sul","48 anos",2009,"Abril","Mulheres",1,"1"
"Sul","48 anos",2009,"Maio","Homens",1,"-"
"Sul","48 anos",2009,"Maio","Mulheres",2,"-"
"Sul","48 anos",2009,"Junho","Homens",2,"-"
"Sul","48 anos",2009,"Junho","Mulheres",3,"-"
"Sul","48 anos",2009,"Julho","Homens",1,"-"
"Sul","48 anos",2009,"Julho","Mulheres",1,"-"
"Sul","48 anos",2009,"Agosto","Homens",4,"-"
"Sul","48 anos",2009,"Agosto","Mulheres",1,"-"
"Sul","48 anos",2009,"Setembro","Homens",2,"-"
"Sul","48 anos",2009,"Setembro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Outubro","Homens",2,"1"
"Sul","48 anos",2009,"Outubro","Mulheres",1,"-"
"Sul","48 anos",2009,"Novembro","Homens",NA,"-"
"Sul","48 anos",2009,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Dezembro","Homens",5,"-"
"Sul","48 anos",2009,"Dezembro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Janeiro","Homens",3,"-"
"Sul","48 anos",2009,"Janeiro","Mulheres",1,"1"
"Sul","48 anos",2009,"Fevereiro","Homens",NA,"-"
"Sul","48 anos",2009,"Fevereiro","Mulheres",1,"-"
"Sul","48 anos",2009,"Março","Homens",NA,"-"
"Sul","48 anos",2009,"Março","Mulheres",1,"-"
"Sul","48 anos",2009,"Abril","Homens",1,"-"
"Sul","48 anos",2009,"Abril","Mulheres",2,"-"
"Sul","48 anos",2009,"Maio","Homens",2,"-"
"Sul","48 anos",2009,"Maio","Mulheres",NA,"-"
"Sul","48 anos",2009,"Junho","Homens",NA,"-"
"Sul","48 anos",2009,"Junho","Mulheres",NA,"-"
"Sul","48 anos",2009,"Julho","Homens",1,"-"
"Sul","48 anos",2009,"Julho","Mulheres",NA,"-"
"Sul","48 anos",2009,"Agosto","Homens",5,"-"
"Sul","48 anos",2009,"Agosto","Mulheres",1,"-"
"Sul","48 anos",2009,"Setembro","Homens",NA,"-"
"Sul","48 anos",2009,"Setembro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Outubro","Homens",2,"-"
"Sul","48 anos",2009,"Outubro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Novembro","Homens",NA,"-"
"Sul","48 anos",2009,"Novembro","Mulheres",2,"-"
"Sul","48 anos",2009,"Dezembro","Homens",1,"-"
"Sul","48 anos",2009,"Dezembro","Mulheres",1,"-"
"Sul","48 anos",2009,"Janeiro","Homens",1,"-"
"Sul","48 anos",2009,"Janeiro","Mulheres",3,"-"
"Sul","48 anos",2009,"Fevereiro","Homens",1,"-"
"Sul","48 anos",2009,"Fevereiro","Mulheres",2,"-"
"Sul","48 anos",2009,"Março","Homens",NA,"-"
"Sul","48 anos",2009,"Março","Mulheres",1,"-"
"Sul","48 anos",2009,"Abril","Homens",NA,"-"
"Sul","48 anos",2009,"Abril","Mulheres",1,"-"
"Sul","48 anos",2009,"Maio","Homens",1,"-"
"Sul","48 anos",2009,"Maio","Mulheres",1,"-"
"Sul","48 anos",2009,"Junho","Homens",2,"-"
"Sul","48 anos",2009,"Junho","Mulheres",NA,"-"
"Sul","48 anos",2009,"Julho","Homens",1,"-"
"Sul","48 anos",2009,"Julho","Mulheres",NA,"-"
"Sul","48 anos",2009,"Agosto","Homens",2,"-"
"Sul","48 anos",2009,"Agosto","Mulheres",NA,"-"
"Sul","48 anos",2009,"Setembro","Homens",1,"-"
"Sul","48 anos",2009,"Setembro","Mulheres",2,"-"
"Sul","48 anos",2009,"Outubro","Homens",NA,"-"
"Sul","48 anos",2009,"Outubro","Mulheres",1,"-"
"Sul","48 anos",2009,"Novembro","Homens",NA,"-"
"Sul","48 anos",2009,"Novembro","Mulheres",1,"-"
"Sul","48 anos",2009,"Dezembro","Homens",1,"-"
"Sul","48 anos",2009,"Dezembro","Mulheres",1,"-"
"Sul","48 anos",2009,"Janeiro","Homens",1,"-"
"Sul","48 anos",2009,"Janeiro","Mulheres",1,"-"
"Sul","48 anos",2009,"Fevereiro","Homens",NA,"-"
"Sul","48 anos",2009,"Fevereiro","Mulheres",3,"-"
"Sul","48 anos",2009,"Março","Homens",2,"-"
"Sul","48 anos",2009,"Março","Mulheres",5,"-"
"Sul","48 anos",2009,"Abril","Homens",11,"-"
"Sul","48 anos",2009,"Abril","Mulheres",9,"-"
"Sul","48 anos",2009,"Maio","Homens",3,"-"
"Sul","48 anos",2009,"Maio","Mulheres",2,"-"
"Sul","48 anos",2009,"Junho","Homens",3,"1"
"Sul","48 anos",2009,"Junho","Mulheres",2,"-"
"Sul","48 anos",2009,"Julho","Homens",1,"-"
"Sul","48 anos",2009,"Julho","Mulheres",NA,"-"
"Sul","48 anos",2009,"Agosto","Homens",1,"-"
"Sul","48 anos",2009,"Agosto","Mulheres",1,"-"
"Sul","48 anos",2009,"Setembro","Homens",1,"-"
"Sul","48 anos",2009,"Setembro","Mulheres",1,"-"
"Sul","48 anos",2009,"Outubro","Homens",NA,"-"
"Sul","48 anos",2009,"Outubro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Novembro","Homens",NA,"-"
"Sul","48 anos",2009,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2009,"Dezembro","Homens",1,"-"
"Sul","48 anos",2009,"Dezembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Janeiro","Homens",2,"-"
"Sul","48 anos",2010,"Janeiro","Mulheres",4,"-"
"Sul","48 anos",2010,"Fevereiro","Homens",1,"-"
"Sul","48 anos",2010,"Fevereiro","Mulheres",1,"-"
"Sul","48 anos",2010,"Março","Homens",3,"-"
"Sul","48 anos",2010,"Março","Mulheres",1,"-"
"Sul","48 anos",2010,"Abril","Homens",1,"-"
"Sul","48 anos",2010,"Abril","Mulheres",3,"-"
"Sul","48 anos",2010,"Maio","Homens",1,"-"
"Sul","48 anos",2010,"Maio","Mulheres",3,"-"
"Sul","48 anos",2010,"Junho","Homens",1,"-"
"Sul","48 anos",2010,"Junho","Mulheres",NA,"-"
"Sul","48 anos",2010,"Julho","Homens",1,"-"
"Sul","48 anos",2010,"Julho","Mulheres",2,"-"
"Sul","48 anos",2010,"Agosto","Homens",NA,"-"
"Sul","48 anos",2010,"Agosto","Mulheres",3,"-"
"Sul","48 anos",2010,"Setembro","Homens",NA,"-"
"Sul","48 anos",2010,"Setembro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Outubro","Homens",NA,"-"
"Sul","48 anos",2010,"Outubro","Mulheres",3,"-"
"Sul","48 anos",2010,"Novembro","Homens",NA,"-"
"Sul","48 anos",2010,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Dezembro","Homens",2,"-"
"Sul","48 anos",2010,"Dezembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Janeiro","Homens",1,"-"
"Sul","48 anos",2010,"Janeiro","Mulheres",1,"1"
"Sul","48 anos",2010,"Fevereiro","Homens",1,"-"
"Sul","48 anos",2010,"Fevereiro","Mulheres",2,"-"
"Sul","48 anos",2010,"Março","Homens",3,"-"
"Sul","48 anos",2010,"Março","Mulheres",NA,"-"
"Sul","48 anos",2010,"Abril","Homens",1,"-"
"Sul","48 anos",2010,"Abril","Mulheres",2,"-"
"Sul","48 anos",2010,"Maio","Homens",1,"-"
"Sul","48 anos",2010,"Maio","Mulheres",NA,"-"
"Sul","48 anos",2010,"Junho","Homens",NA,"-"
"Sul","48 anos",2010,"Junho","Mulheres",3,"-"
"Sul","48 anos",2010,"Julho","Homens",NA,"-"
"Sul","48 anos",2010,"Julho","Mulheres",NA,"-"
"Sul","48 anos",2010,"Agosto","Homens",NA,"-"
"Sul","48 anos",2010,"Agosto","Mulheres",NA,"-"
"Sul","48 anos",2010,"Setembro","Homens",1,"-"
"Sul","48 anos",2010,"Setembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Outubro","Homens",1,"-"
"Sul","48 anos",2010,"Outubro","Mulheres",2,"-"
"Sul","48 anos",2010,"Novembro","Homens",1,"-"
"Sul","48 anos",2010,"Novembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Dezembro","Homens",NA,"-"
"Sul","48 anos",2010,"Dezembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Janeiro","Homens",NA,"-"
"Sul","48 anos",2010,"Janeiro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Fevereiro","Homens",NA,"-"
"Sul","48 anos",2010,"Fevereiro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Março","Homens",1,"-"
"Sul","48 anos",2010,"Março","Mulheres",1,"-"
"Sul","48 anos",2010,"Abril","Homens",1,"-"
"Sul","48 anos",2010,"Abril","Mulheres",1,"-"
"Sul","48 anos",2010,"Maio","Homens",1,"-"
"Sul","48 anos",2010,"Maio","Mulheres",NA,"-"
"Sul","48 anos",2010,"Junho","Homens",1,"-"
"Sul","48 anos",2010,"Junho","Mulheres",NA,"-"
"Sul","48 anos",2010,"Julho","Homens",1,"-"
"Sul","48 anos",2010,"Julho","Mulheres",1,"-"
"Sul","48 anos",2010,"Agosto","Homens",2,"-"
"Sul","48 anos",2010,"Agosto","Mulheres",3,"-"
"Sul","48 anos",2010,"Setembro","Homens",1,"-"
"Sul","48 anos",2010,"Setembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Outubro","Homens",1,"-"
"Sul","48 anos",2010,"Outubro","Mulheres",1,"-"
"Sul","48 anos",2010,"Novembro","Homens",2,"-"
"Sul","48 anos",2010,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Dezembro","Homens",NA,"-"
"Sul","48 anos",2010,"Dezembro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Janeiro","Homens",4,"-"
"Sul","48 anos",2010,"Janeiro","Mulheres",3,"-"
"Sul","48 anos",2010,"Fevereiro","Homens",NA,"-"
"Sul","48 anos",2010,"Fevereiro","Mulheres",3,"-"
"Sul","48 anos",2010,"Março","Homens",1,"-"
"Sul","48 anos",2010,"Março","Mulheres",3,"-"
"Sul","48 anos",2010,"Abril","Homens",1,"-"
"Sul","48 anos",2010,"Abril","Mulheres",1,"-"
"Sul","48 anos",2010,"Maio","Homens",NA,"-"
"Sul","48 anos",2010,"Maio","Mulheres",3,"-"
"Sul","48 anos",2010,"Junho","Homens",NA,"-"
"Sul","48 anos",2010,"Junho","Mulheres",NA,"-"
"Sul","48 anos",2010,"Julho","Homens",NA,"-"
"Sul","48 anos",2010,"Julho","Mulheres",3,"-"
"Sul","48 anos",2010,"Agosto","Homens",2,"-"
"Sul","48 anos",2010,"Agosto","Mulheres",2,"-"
"Sul","48 anos",2010,"Setembro","Homens",NA,"-"
"Sul","48 anos",2010,"Setembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Outubro","Homens",NA,"-"
"Sul","48 anos",2010,"Outubro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Novembro","Homens",4,"-"
"Sul","48 anos",2010,"Novembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Dezembro","Homens",2,"-"
"Sul","48 anos",2010,"Dezembro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Janeiro","Homens",NA,"-"
"Sul","48 anos",2010,"Janeiro","Mulheres",1,"-"
"Sul","48 anos",2010,"Fevereiro","Homens",NA,"-"
"Sul","48 anos",2010,"Fevereiro","Mulheres",1,"-"
"Sul","48 anos",2010,"Março","Homens",6,"-"
"Sul","48 anos",2010,"Março","Mulheres",NA,"-"
"Sul","48 anos",2010,"Abril","Homens",4,"-"
"Sul","48 anos",2010,"Abril","Mulheres",1,"-"
"Sul","48 anos",2010,"Maio","Homens",NA,"-"
"Sul","48 anos",2010,"Maio","Mulheres",1,"-"
"Sul","48 anos",2010,"Junho","Homens",3,"-"
"Sul","48 anos",2010,"Junho","Mulheres",1,"-"
"Sul","48 anos",2010,"Julho","Homens",1,"-"
"Sul","48 anos",2010,"Julho","Mulheres",3,"-"
"Sul","48 anos",2010,"Agosto","Homens",3,"-"
"Sul","48 anos",2010,"Agosto","Mulheres",1,"-"
"Sul","48 anos",2010,"Setembro","Homens",NA,"-"
"Sul","48 anos",2010,"Setembro","Mulheres",1,"-"
"Sul","48 anos",2010,"Outubro","Homens",4,"-"
"Sul","48 anos",2010,"Outubro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Novembro","Homens",NA,"-"
"Sul","48 anos",2010,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2010,"Dezembro","Homens",1,"-"
"Sul","48 anos",2010,"Dezembro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Janeiro","Homens",1,"-"
"Sul","48 anos",2011,"Janeiro","Mulheres",3,"-"
"Sul","48 anos",2011,"Fevereiro","Homens",3,"-"
"Sul","48 anos",2011,"Fevereiro","Mulheres",2,"-"
"Sul","48 anos",2011,"Março","Homens",1,"-"
"Sul","48 anos",2011,"Março","Mulheres",1,"-"
"Sul","48 anos",2011,"Abril","Homens",NA,"-"
"Sul","48 anos",2011,"Abril","Mulheres",NA,"-"
"Sul","48 anos",2011,"Maio","Homens",1,"-"
"Sul","48 anos",2011,"Maio","Mulheres",3,"-"
"Sul","48 anos",2011,"Junho","Homens",2,"-"
"Sul","48 anos",2011,"Junho","Mulheres",2,"-"
"Sul","48 anos",2011,"Julho","Homens",1,"-"
"Sul","48 anos",2011,"Julho","Mulheres",NA,"-"
"Sul","48 anos",2011,"Agosto","Homens",1,"-"
"Sul","48 anos",2011,"Agosto","Mulheres",NA,"-"
"Sul","48 anos",2011,"Setembro","Homens",NA,"-"
"Sul","48 anos",2011,"Setembro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Outubro","Homens",NA,"-"
"Sul","48 anos",2011,"Outubro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Novembro","Homens",1,"-"
"Sul","48 anos",2011,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Dezembro","Homens",1,"-"
"Sul","48 anos",2011,"Dezembro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Janeiro","Homens",NA,"-"
"Sul","48 anos",2011,"Janeiro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Fevereiro","Homens",1,"-"
"Sul","48 anos",2011,"Fevereiro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Março","Homens",2,"-"
"Sul","48 anos",2011,"Março","Mulheres",2,"-"
"Sul","48 anos",2011,"Abril","Homens",1,"-"
"Sul","48 anos",2011,"Abril","Mulheres",NA,"-"
"Sul","48 anos",2011,"Maio","Homens",2,"-"
"Sul","48 anos",2011,"Maio","Mulheres",1,"-"
"Sul","48 anos",2011,"Junho","Homens",4,"-"
"Sul","48 anos",2011,"Junho","Mulheres",NA,"-"
"Sul","48 anos",2011,"Julho","Homens",NA,"-"
"Sul","48 anos",2011,"Julho","Mulheres",2,"-"
"Sul","48 anos",2011,"Agosto","Homens",1,"-"
"Sul","48 anos",2011,"Agosto","Mulheres",1,"-"
"Sul","48 anos",2011,"Setembro","Homens",NA,"-"
"Sul","48 anos",2011,"Setembro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Outubro","Homens",NA,"-"
"Sul","48 anos",2011,"Outubro","Mulheres",1,"-"
"Sul","48 anos",2011,"Novembro","Homens",NA,"-"
"Sul","48 anos",2011,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Dezembro","Homens",3,"-"
"Sul","48 anos",2011,"Dezembro","Mulheres",2,"-"
"Sul","48 anos",2011,"Janeiro","Homens",2,"-"
"Sul","48 anos",2011,"Janeiro","Mulheres",1,"-"
"Sul","48 anos",2011,"Fevereiro","Homens",NA,"-"
"Sul","48 anos",2011,"Fevereiro","Mulheres",1,"-"
"Sul","48 anos",2011,"Março","Homens",NA,"-"
"Sul","48 anos",2011,"Março","Mulheres",NA,"-"
"Sul","48 anos",2011,"Abril","Homens",1,"-"
"Sul","48 anos",2011,"Abril","Mulheres",1,"-"
"Sul","48 anos",2011,"Maio","Homens",NA,"-"
"Sul","48 anos",2011,"Maio","Mulheres",1,"-"
"Sul","48 anos",2011,"Junho","Homens",1,"-"
"Sul","48 anos",2011,"Junho","Mulheres",1,"-"
"Sul","48 anos",2011,"Julho","Homens",2,"-"
"Sul","48 anos",2011,"Julho","Mulheres",5,"-"
"Sul","48 anos",2011,"Agosto","Homens",1,"-"
"Sul","48 anos",2011,"Agosto","Mulheres",2,"-"
"Sul","48 anos",2011,"Setembro","Homens",2,"-"
"Sul","48 anos",2011,"Setembro","Mulheres",2,"-"
"Sul","48 anos",2011,"Outubro","Homens",1,"-"
"Sul","48 anos",2011,"Outubro","Mulheres",2,"-"
"Sul","48 anos",2011,"Novembro","Homens",1,"-"
"Sul","48 anos",2011,"Novembro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Dezembro","Homens",3,"-"
"Sul","48 anos",2011,"Dezembro","Mulheres",3,"-"
"Sul","48 anos",2011,"Janeiro","Homens",1,"-"
"Sul","48 anos",2011,"Janeiro","Mulheres",2,"-"
"Sul","48 anos",2011,"Fevereiro","Homens",NA,"-"
"Sul","48 anos",2011,"Fevereiro","Mulheres",3,"-"
"Sul","48 anos",2011,"Março","Homens",2,"-"
"Sul","48 anos",2011,"Março","Mulheres",1,"-"
"Sul","48 anos",2011,"Abril","Homens",1,"-"
"Sul","48 anos",2011,"Abril","Mulheres",1,"-"
"Sul","48 anos",2011,"Maio","Homens",1,"-"
"Sul","48 anos",2011,"Maio","Mulheres",1,"-"
"Sul","48 anos",2011,"Junho","Homens",3,"-"
"Sul","48 anos",2011,"Junho","Mulheres",1,"-"
"Sul","48 anos",2011,"Julho","Homens",4,"-"
"Sul","48 anos",2011,"Julho","Mulheres",1,"-"
"Sul","48 anos",2011,"Agosto","Homens",NA,"-"
"Sul","48 anos",2011,"Agosto","Mulheres",3,"-"
"Sul","48 anos",2011,"Setembro","Homens",2,"-"
"Sul","48 anos",2011,"Setembro","Mulheres",1,"-"
"Sul","48 anos",2011,"Outubro","Homens",1,"-"
"Sul","48 anos",2011,"Outubro","Mulheres",2,"-"
"Sul","48 anos",2011,"Novembro","Homens",2,"-"
"Sul","48 anos",2011,"Novembro","Mulheres",2,"-"
"Sul","48 anos",2011,"Dezembro","Homens",NA,"-"
"Sul","48 anos",2011,"Dezembro","Mulheres",2,"-"
"Sul","48 anos",2011,"Janeiro","Homens",NA,"-"
"Sul","48 anos",2011,"Janeiro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Fevereiro","Homens",1,"-"
"Sul","48 anos",2011,"Fevereiro","Mulheres",2,"-"
"Sul","48 anos",2011,"Março","Homens",NA,"-"
"Sul","48 anos",2011,"Março","Mulheres",2,"-"
"Sul","48 anos",2011,"Abril","Homens",1,"-"
"Sul","48 anos",2011,"Abril","Mulheres",2,"-"
"Sul","48 anos",2011,"Maio","Homens",1,"-"
"Sul","48 anos",2011,"Maio","Mulheres",3,"-"
"Sul","48 anos",2011,"Junho","Homens",1,"-"
"Sul","48 anos",2011,"Junho","Mulheres",1,"-"
"Sul","48 anos",2011,"Julho","Homens",1,"-"
"Sul","48 anos",2011,"Julho","Mulheres",1,"-"
"Sul","48 anos",2011,"Agosto","Homens",2,"-"
"Sul","48 anos",2011,"Agosto","Mulheres",2,"-"
"Sul","48 anos",2011,"Setembro","Homens",1,"-"
"Sul","48 anos",2011,"Setembro","Mulheres",NA,"-"
"Sul","48 anos",2011,"Outubro","Homens",2,"-"
"Sul","48 anos",2011,"Outubro","Mulheres",3,"-"
"Sul","48 anos",2011,"Novembro","Homens",1,"-"
"Sul","48 anos",2011,"Novembro","Mulheres",3,"-"
"Sul","48 anos",2011,"Dezembro","Homens",1,"-"
"Sul","48 anos",2011,"Dezembro","Mulheres",1,"-"
"Sul","49 anos",2012,"Janeiro","Homens",NA,"-"
"Sul","49 anos",2012,"Janeiro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Fevereiro","Homens",NA,"-"
"Sul","49 anos",2012,"Fevereiro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Março","Homens",2,"-"
"Sul","49 anos",2012,"Março","Mulheres",NA,"-"
"Sul","49 anos",2012,"Abril","Homens",1,"-"
"Sul","49 anos",2012,"Abril","Mulheres",1,"-"
"Sul","49 anos",2012,"Maio","Homens",1,"-"
"Sul","49 anos",2012,"Maio","Mulheres",2,"1"
"Sul","49 anos",2012,"Junho","Homens",3,"-"
"Sul","49 anos",2012,"Junho","Mulheres",NA,"-"
"Sul","49 anos",2012,"Julho","Homens",1,"-"
"Sul","49 anos",2012,"Julho","Mulheres",2,"-"
"Sul","49 anos",2012,"Agosto","Homens",1,"-"
"Sul","49 anos",2012,"Agosto","Mulheres",NA,"-"
"Sul","49 anos",2012,"Setembro","Homens",1,"-"
"Sul","49 anos",2012,"Setembro","Mulheres",1,"-"
"Sul","49 anos",2012,"Outubro","Homens",1,"-"
"Sul","49 anos",2012,"Outubro","Mulheres",1,"-"
"Sul","49 anos",2012,"Novembro","Homens",NA,"-"
"Sul","49 anos",2012,"Novembro","Mulheres",1,"-"
"Sul","49 anos",2012,"Dezembro","Homens",NA,"-"
"Sul","49 anos",2012,"Dezembro","Mulheres",1,"-"
"Sul","49 anos",2012,"Janeiro","Homens",1,"-"
"Sul","49 anos",2012,"Janeiro","Mulheres",2,"-"
"Sul","49 anos",2012,"Fevereiro","Homens",NA,"-"
"Sul","49 anos",2012,"Fevereiro","Mulheres",1,"-"
"Sul","49 anos",2012,"Março","Homens",1,"-"
"Sul","49 anos",2012,"Março","Mulheres",1,"-"
"Sul","49 anos",2012,"Abril","Homens",NA,"-"
"Sul","49 anos",2012,"Abril","Mulheres",1,"-"
"Sul","49 anos",2012,"Maio","Homens",2,"-"
"Sul","49 anos",2012,"Maio","Mulheres",NA,"-"
"Sul","49 anos",2012,"Junho","Homens",2,"-"
"Sul","49 anos",2012,"Junho","Mulheres",NA,"-"
"Sul","49 anos",2012,"Julho","Homens",2,"1"
"Sul","49 anos",2012,"Julho","Mulheres",1,"-"
"Sul","49 anos",2012,"Agosto","Homens",4,"-"
"Sul","49 anos",2012,"Agosto","Mulheres",NA,"-"
"Sul","49 anos",2012,"Setembro","Homens",2,"-"
"Sul","49 anos",2012,"Setembro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Outubro","Homens",NA,"-"
"Sul","49 anos",2012,"Outubro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Novembro","Homens",1,"-"
"Sul","49 anos",2012,"Novembro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Dezembro","Homens",NA,"1"
"Sul","49 anos",2012,"Dezembro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Janeiro","Homens",NA,"-"
"Sul","49 anos",2012,"Janeiro","Mulheres",1,"-"
"Sul","49 anos",2012,"Fevereiro","Homens",1,"-"
"Sul","49 anos",2012,"Fevereiro","Mulheres",NA,"1"
"Sul","49 anos",2012,"Março","Homens",NA,"-"
"Sul","49 anos",2012,"Março","Mulheres",1,"-"
"Sul","49 anos",2012,"Abril","Homens",1,"-"
"Sul","49 anos",2012,"Abril","Mulheres",1,"-"
"Sul","49 anos",2012,"Maio","Homens",2,"-"
"Sul","49 anos",2012,"Maio","Mulheres",1,"-"
"Sul","49 anos",2012,"Junho","Homens",2,"-"
"Sul","49 anos",2012,"Junho","Mulheres",NA,"-"
"Sul","49 anos",2012,"Julho","Homens",2,"-"
"Sul","49 anos",2012,"Julho","Mulheres",NA,"-"
"Sul","49 anos",2012,"Agosto","Homens",NA,"-"
"Sul","49 anos",2012,"Agosto","Mulheres",1,"-"
"Sul","49 anos",2012,"Setembro","Homens",1,"-"
"Sul","49 anos",2012,"Setembro","Mulheres",1,"-"
"Sul","49 anos",2012,"Outubro","Homens",NA,"-"
"Sul","49 anos",2012,"Outubro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Novembro","Homens",2,"-"
"Sul","49 anos",2012,"Novembro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Dezembro","Homens",NA,"-"
"Sul","49 anos",2012,"Dezembro","Mulheres",1,"-"
"Sul","49 anos",2012,"Janeiro","Homens",1,"-"
"Sul","49 anos",2012,"Janeiro","Mulheres",1,"-"
"Sul","49 anos",2012,"Fevereiro","Homens",1,"-"
"Sul","49 anos",2012,"Fevereiro","Mulheres",1,"-"
"Sul","49 anos",2012,"Março","Homens",1,"1"
"Sul","49 anos",2012,"Março","Mulheres",NA,"-"
"Sul","49 anos",2012,"Abril","Homens",1,"-"
"Sul","49 anos",2012,"Abril","Mulheres",NA,"-"
"Sul","49 anos",2012,"Maio","Homens",NA,"-"
"Sul","49 anos",2012,"Maio","Mulheres",NA,"-"
"Sul","49 anos",2012,"Junho","Homens",NA,"-"
"Sul","49 anos",2012,"Junho","Mulheres",1,"-"
"Sul","49 anos",2012,"Julho","Homens",NA,"-"
"Sul","49 anos",2012,"Julho","Mulheres",3,"-"
"Sul","49 anos",2012,"Agosto","Homens",NA,"-"
"Sul","49 anos",2012,"Agosto","Mulheres",NA,"-"
"Sul","49 anos",2012,"Setembro","Homens",1,"-"
"Sul","49 anos",2012,"Setembro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Outubro","Homens",1,"-"
"Sul","49 anos",2012,"Outubro","Mulheres",2,"-"
"Sul","49 anos",2012,"Novembro","Homens",1,"-"
"Sul","49 anos",2012,"Novembro","Mulheres",2,"-"
"Sul","49 anos",2012,"Dezembro","Homens",5,"-"
"Sul","49 anos",2012,"Dezembro","Mulheres",6,"-"
"Sul","49 anos",2012,"Janeiro","Homens",16,"-"
"Sul","49 anos",2012,"Janeiro","Mulheres",19,"-"
"Sul","49 anos",2012,"Fevereiro","Homens",19,"-"
"Sul","49 anos",2012,"Fevereiro","Mulheres",14,"-"
"Sul","49 anos",2012,"Março","Homens",19,"-"
"Sul","49 anos",2012,"Março","Mulheres",12,"-"
"Sul","49 anos",2012,"Abril","Homens",4,"-"
"Sul","49 anos",2012,"Abril","Mulheres",8,"-"
"Sul","49 anos",2012,"Maio","Homens",6,"-"
"Sul","49 anos",2012,"Maio","Mulheres",12,"-"
"Sul","49 anos",2012,"Junho","Homens",23,"-"
"Sul","49 anos",2012,"Junho","Mulheres",17,"-"
"Sul","49 anos",2012,"Julho","Homens",NA,"-"
"Sul","49 anos",2012,"Julho","Mulheres",NA,"-"
"Sul","49 anos",2012,"Agosto","Homens",NA,"-"
"Sul","49 anos",2012,"Agosto","Mulheres",NA,"-"
"Sul","49 anos",2012,"Setembro","Homens",NA,"-"
"Sul","49 anos",2012,"Setembro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Outubro","Homens",1,"-"
"Sul","49 anos",2012,"Outubro","Mulheres",NA,"-"
"Sul","49 anos",2012,"Novembro","Homens",NA,"-"
"Sul","49 anos",2012,"Novembro","Mulheres",1,"1"
"Sul","49 anos",2012,"Dezembro","Homens",NA,"-"
