"grande_regiao","idade_da_mae_na_ocasiao_do_parto","ano","mes_do_nascimento","sexo","hospital","domicilio"
"Norte","Menos de 15 anos",2003,"Janeiro","Homens",84,"6"
"Norte","Menos de 15 anos",2003,"Janeiro","Mulheres",113,"8"
"Norte","Menos de 15 anos",2003,"Fevereiro","Homens",90,"6"
"Norte","Menos de 15 anos",2003,"Fevereiro","Mulheres",90,"4"
"Norte","Menos de 15 anos",2003,"Março","Homens",124,"16"
"Norte","Menos de 15 anos",2003,"Março","Mulheres",96,"6"
"Norte","Menos de 15 anos",2003,"Abril","Homens",94,"8"
"Norte","Menos de 15 anos",2003,"Abril","Mulheres",91,"7"
"Norte","Menos de 15 anos",2003,"Maio","Homens",117,"11"
"Norte","Menos de 15 anos",2003,"Maio","Mulheres",104,"5"
"Norte","Menos de 15 anos",2003,"Junho","Homens",98,"9"
"Norte","Menos de 15 anos",2003,"Junho","Mulheres",93,"9"
"Norte","Menos de 15 anos",2003,"Julho","Homens",111,"8"
"Norte","Menos de 15 anos",2003,"Julho","Mulheres",108,"8"
"Norte","Menos de 15 anos",2003,"Agosto","Homens",119,"4"
"Norte","Menos de 15 anos",2003,"Agosto","Mulheres",98,"8"
"Norte","Menos de 15 anos",2003,"Setembro","Homens",77,"9"
"Norte","Menos de 15 anos",2003,"Setembro","Mulheres",88,"6"
"Norte","Menos de 15 anos",2003,"Outubro","Homens",74,"6"
"Norte","Menos de 15 anos",2003,"Outubro","Mulheres",90,"4"
"Norte","Menos de 15 anos",2003,"Novembro","Homens",82,"3"
"Norte","Menos de 15 anos",2003,"Novembro","Mulheres",76,"6"
"Norte","Menos de 15 anos",2003,"Dezembro","Homens",72,"4"
"Norte","Menos de 15 anos",2003,"Dezembro","Mulheres",63,"4"
"Norte","Menos de 15 anos",2003,"Janeiro","Homens",103,"7"
"Norte","Menos de 15 anos",2003,"Janeiro","Mulheres",114,"6"
"Norte","Menos de 15 anos",2003,"Fevereiro","Homens",95,"8"
"Norte","Menos de 15 anos",2003,"Fevereiro","Mulheres",89,"10"
"Norte","Menos de 15 anos",2003,"Março","Homens",114,"4"
"Norte","Menos de 15 anos",2003,"Março","Mulheres",101,"6"
"Norte","Menos de 15 anos",2003,"Abril","Homens",90,"10"
"Norte","Menos de 15 anos",2003,"Abril","Mulheres",107,"4"
"Norte","Menos de 15 anos",2003,"Maio","Homens",102,"4"
"Norte","Menos de 15 anos",2003,"Maio","Mulheres",109,"9"
"Norte","Menos de 15 anos",2003,"Junho","Homens",105,"11"
"Norte","Menos de 15 anos",2003,"Junho","Mulheres",114,"5"
"Norte","Menos de 15 anos",2003,"Julho","Homens",93,"13"
"Norte","Menos de 15 anos",2003,"Julho","Mulheres",91,"11"
"Norte","Menos de 15 anos",2003,"Agosto","Homens",106,"10"
"Norte","Menos de 15 anos",2003,"Agosto","Mulheres",88,"7"
"Norte","Menos de 15 anos",2003,"Setembro","Homens",96,"10"
"Norte","Menos de 15 anos",2003,"Setembro","Mulheres",106,"6"
"Norte","Menos de 15 anos",2003,"Outubro","Homens",76,"7"
"Norte","Menos de 15 anos",2003,"Outubro","Mulheres",84,"7"
"Norte","Menos de 15 anos",2003,"Novembro","Homens",76,"5"
"Norte","Menos de 15 anos",2003,"Novembro","Mulheres",75,"3"
"Norte","Menos de 15 anos",2003,"Dezembro","Homens",65,"3"
"Norte","Menos de 15 anos",2003,"Dezembro","Mulheres",63,"2"
"Norte","Menos de 15 anos",2003,"Janeiro","Homens",106,"7"
"Norte","Menos de 15 anos",2003,"Janeiro","Mulheres",112,"5"
"Norte","Menos de 15 anos",2003,"Fevereiro","Homens",109,"10"
"Norte","Menos de 15 anos",2003,"Fevereiro","Mulheres",99,"11"
"Norte","Menos de 15 anos",2003,"Março","Homens",132,"10"
"Norte","Menos de 15 anos",2003,"Março","Mulheres",124,"9"
"Norte","Menos de 15 anos",2003,"Abril","Homens",138,"7"
"Norte","Menos de 15 anos",2003,"Abril","Mulheres",99,"12"
"Norte","Menos de 15 anos",2003,"Maio","Homens",153,"11"
"Norte","Menos de 15 anos",2003,"Maio","Mulheres",120,"12"
"Norte","Menos de 15 anos",2003,"Junho","Homens",131,"8"
"Norte","Menos de 15 anos",2003,"Junho","Mulheres",117,"9"
"Norte","Menos de 15 anos",2003,"Julho","Homens",123,"7"
"Norte","Menos de 15 anos",2003,"Julho","Mulheres",103,"5"
"Norte","Menos de 15 anos",2003,"Agosto","Homens",94,"11"
"Norte","Menos de 15 anos",2003,"Agosto","Mulheres",107,"6"
"Norte","Menos de 15 anos",2003,"Setembro","Homens",122,"3"
"Norte","Menos de 15 anos",2003,"Setembro","Mulheres",100,"13"
"Norte","Menos de 15 anos",2003,"Outubro","Homens",103,"11"
"Norte","Menos de 15 anos",2003,"Outubro","Mulheres",96,"3"
"Norte","Menos de 15 anos",2003,"Novembro","Homens",97,"1"
"Norte","Menos de 15 anos",2003,"Novembro","Mulheres",64,"4"
"Norte","Menos de 15 anos",2003,"Dezembro","Homens",78,"5"
"Norte","Menos de 15 anos",2003,"Dezembro","Mulheres",80,"4"
"Norte","Menos de 15 anos",2003,"Janeiro","Homens",94,"9"
"Norte","Menos de 15 anos",2003,"Janeiro","Mulheres",93,"9"
"Norte","Menos de 15 anos",2003,"Fevereiro","Homens",107,"10"
"Norte","Menos de 15 anos",2003,"Fevereiro","Mulheres",71,"4"
"Norte","Menos de 15 anos",2003,"Março","Homens",133,"10"
"Norte","Menos de 15 anos",2003,"Março","Mulheres",110,"6"
"Norte","Menos de 15 anos",2003,"Abril","Homens",130,"13"
"Norte","Menos de 15 anos",2003,"Abril","Mulheres",111,"4"
"Norte","Menos de 15 anos",2003,"Maio","Homens",110,"12"
"Norte","Menos de 15 anos",2003,"Maio","Mulheres",124,"8"
"Norte","Menos de 15 anos",2003,"Junho","Homens",121,"8"
"Norte","Menos de 15 anos",2003,"Junho","Mulheres",104,"10"
"Norte","Menos de 15 anos",2003,"Julho","Homens",112,"12"
"Norte","Menos de 15 anos",2003,"Julho","Mulheres",123,"11"
"Norte","Menos de 15 anos",2003,"Agosto","Homens",100,"10"
"Norte","Menos de 15 anos",2003,"Agosto","Mulheres",127,"5"
"Norte","Menos de 15 anos",2003,"Setembro","Homens",117,"9"
"Norte","Menos de 15 anos",2003,"Setembro","Mulheres",122,"4"
"Norte","Menos de 15 anos",2003,"Outubro","Homens",106,"9"
"Norte","Menos de 15 anos",2003,"Outubro","Mulheres",93,"9"
"Norte","Menos de 15 anos",2003,"Novembro","Homens",96,"4"
"Norte","Menos de 15 anos",2003,"Novembro","Mulheres",107,"4"
"Norte","Menos de 15 anos",2003,"Dezembro","Homens",69,"8"
"Norte","Menos de 15 anos",2003,"Dezembro","Mulheres",85,"5"
"Norte","Menos de 15 anos",2003,"Janeiro","Homens",155,"7"
"Norte","Menos de 15 anos",2003,"Janeiro","Mulheres",100,"8"
"Norte","Menos de 15 anos",2003,"Fevereiro","Homens",110,"8"
"Norte","Menos de 15 anos",2003,"Fevereiro","Mulheres",94,"12"
"Norte","Menos de 15 anos",2003,"Março","Homens",151,"8"
"Norte","Menos de 15 anos",2003,"Março","Mulheres",127,"12"
"Norte","Menos de 15 anos",2003,"Abril","Homens",136,"13"
"Norte","Menos de 15 anos",2003,"Abril","Mulheres",106,"8"
"Norte","Menos de 15 anos",2003,"Maio","Homens",145,"12"
"Norte","Menos de 15 anos",2003,"Maio","Mulheres",144,"9"
"Norte","Menos de 15 anos",2003,"Junho","Homens",135,"11"
"Norte","Menos de 15 anos",2003,"Junho","Mulheres",119,"10"
"Norte","Menos de 15 anos",2003,"Julho","Homens",114,"7"
"Norte","Menos de 15 anos",2003,"Julho","Mulheres",127,"5"
"Norte","Menos de 15 anos",2003,"Agosto","Homens",146,"6"
"Norte","Menos de 15 anos",2003,"Agosto","Mulheres",131,"5"
"Norte","Menos de 15 anos",2003,"Setembro","Homens",130,"6"
"Norte","Menos de 15 anos",2003,"Setembro","Mulheres",109,"6"
"Norte","Menos de 15 anos",2003,"Outubro","Homens",110,"6"
"Norte","Menos de 15 anos",2003,"Outubro","Mulheres",119,"4"
"Norte","Menos de 15 anos",2003,"Novembro","Homens",89,"5"
"Norte","Menos de 15 anos",2003,"Novembro","Mulheres",81,"7"
"Norte","Menos de 15 anos",2003,"Dezembro","Homens",77,"1"
"Norte","Menos de 15 anos",2003,"Dezembro","Mulheres",74,"6"
"Norte","Menos de 15 anos",2004,"Janeiro","Homens",139,"7"
"Norte","Menos de 15 anos",2004,"Janeiro","Mulheres",109,"6"
"Norte","Menos de 15 anos",2004,"Fevereiro","Homens",122,"10"
"Norte","Menos de 15 anos",2004,"Fevereiro","Mulheres",106,"3"
"Norte","Menos de 15 anos",2004,"Março","Homens",136,"3"
"Norte","Menos de 15 anos",2004,"Março","Mulheres",145,"6"
"Norte","Menos de 15 anos",2004,"Abril","Homens",129,"11"
"Norte","Menos de 15 anos",2004,"Abril","Mulheres",133,"10"
"Norte","Menos de 15 anos",2004,"Maio","Homens",137,"6"
"Norte","Menos de 15 anos",2004,"Maio","Mulheres",115,"6"
"Norte","Menos de 15 anos",2004,"Junho","Homens",125,"9"
"Norte","Menos de 15 anos",2004,"Junho","Mulheres",107,"9"
"Norte","Menos de 15 anos",2004,"Julho","Homens",136,"8"
"Norte","Menos de 15 anos",2004,"Julho","Mulheres",123,"2"
"Norte","Menos de 15 anos",2004,"Agosto","Homens",128,"9"
"Norte","Menos de 15 anos",2004,"Agosto","Mulheres",103,"8"
"Norte","Menos de 15 anos",2004,"Setembro","Homens",130,"4"
"Norte","Menos de 15 anos",2004,"Setembro","Mulheres",126,"3"
"Norte","Menos de 15 anos",2004,"Outubro","Homens",117,"5"
"Norte","Menos de 15 anos",2004,"Outubro","Mulheres",97,"4"
"Norte","Menos de 15 anos",2004,"Novembro","Homens",85,"2"
"Norte","Menos de 15 anos",2004,"Novembro","Mulheres",90,"6"
"Norte","Menos de 15 anos",2004,"Dezembro","Homens",99,"3"
"Norte","Menos de 15 anos",2004,"Dezembro","Mulheres",87,"3"
"Norte","Menos de 15 anos",2004,"Janeiro","Homens",128,"13"
"Norte","Menos de 15 anos",2004,"Janeiro","Mulheres",118,"7"
"Norte","Menos de 15 anos",2004,"Fevereiro","Homens",113,"6"
"Norte","Menos de 15 anos",2004,"Fevereiro","Mulheres",108,"2"
"Norte","Menos de 15 anos",2004,"Março","Homens",141,"7"
"Norte","Menos de 15 anos",2004,"Março","Mulheres",129,"7"
"Norte","Menos de 15 anos",2004,"Abril","Homens",142,"6"
"Norte","Menos de 15 anos",2004,"Abril","Mulheres",137,"5"
"Norte","Menos de 15 anos",2004,"Maio","Homens",135,"10"
"Norte","Menos de 15 anos",2004,"Maio","Mulheres",117,"6"
"Norte","Menos de 15 anos",2004,"Junho","Homens",129,"5"
"Norte","Menos de 15 anos",2004,"Junho","Mulheres",115,"12"
"Norte","Menos de 15 anos",2004,"Julho","Homens",132,"5"
"Norte","Menos de 15 anos",2004,"Julho","Mulheres",118,"5"
"Norte","Menos de 15 anos",2004,"Agosto","Homens",120,"5"
"Norte","Menos de 15 anos",2004,"Agosto","Mulheres",112,"6"
"Norte","Menos de 15 anos",2004,"Setembro","Homens",120,"6"
"Norte","Menos de 15 anos",2004,"Setembro","Mulheres",112,"3"
"Norte","Menos de 15 anos",2004,"Outubro","Homens",133,"3"
"Norte","Menos de 15 anos",2004,"Outubro","Mulheres",112,"9"
"Norte","Menos de 15 anos",2004,"Novembro","Homens",104,"3"
"Norte","Menos de 15 anos",2004,"Novembro","Mulheres",98,"8"
"Norte","Menos de 15 anos",2004,"Dezembro","Homens",83,"1"
"Norte","Menos de 15 anos",2004,"Dezembro","Mulheres",80,"4"
"Norte","Menos de 15 anos",2004,"Janeiro","Homens",118,"5"
"Norte","Menos de 15 anos",2004,"Janeiro","Mulheres",139,"6"
"Norte","Menos de 15 anos",2004,"Fevereiro","Homens",133,"2"
"Norte","Menos de 15 anos",2004,"Fevereiro","Mulheres",109,"8"
"Norte","Menos de 15 anos",2004,"Março","Homens",151,"4"
"Norte","Menos de 15 anos",2004,"Março","Mulheres",146,"6"
"Norte","Menos de 15 anos",2004,"Abril","Homens",134,"3"
"Norte","Menos de 15 anos",2004,"Abril","Mulheres",124,"9"
"Norte","Menos de 15 anos",2004,"Maio","Homens",108,"4"
"Norte","Menos de 15 anos",2004,"Maio","Mulheres",98,"8"
"Norte","Menos de 15 anos",2004,"Junho","Homens",103,"6"
"Norte","Menos de 15 anos",2004,"Junho","Mulheres",138,"5"
"Norte","Menos de 15 anos",2004,"Julho","Homens",124,"5"
"Norte","Menos de 15 anos",2004,"Julho","Mulheres",98,"4"
"Norte","Menos de 15 anos",2004,"Agosto","Homens",116,"9"
"Norte","Menos de 15 anos",2004,"Agosto","Mulheres",108,"1"
"Norte","Menos de 15 anos",2004,"Setembro","Homens",118,"3"
"Norte","Menos de 15 anos",2004,"Setembro","Mulheres",134,"8"
"Norte","Menos de 15 anos",2004,"Outubro","Homens",127,"-"
"Norte","Menos de 15 anos",2004,"Outubro","Mulheres",107,"2"
"Norte","Menos de 15 anos",2004,"Novembro","Homens",108,"1"
"Norte","Menos de 15 anos",2004,"Novembro","Mulheres",101,"3"
"Norte","Menos de 15 anos",2004,"Dezembro","Homens",87,"2"
"Norte","Menos de 15 anos",2004,"Dezembro","Mulheres",74,"1"
"Norte","Menos de 15 anos",2004,"Janeiro","Homens",114,"4"
"Norte","Menos de 15 anos",2004,"Janeiro","Mulheres",122,"5"
"Norte","Menos de 15 anos",2004,"Fevereiro","Homens",133,"3"
"Norte","Menos de 15 anos",2004,"Fevereiro","Mulheres",93,"3"
"Norte","Menos de 15 anos",2004,"Março","Homens",132,"5"
"Norte","Menos de 15 anos",2004,"Março","Mulheres",143,"6"
"Norte","Menos de 15 anos",2004,"Abril","Homens",119,"1"
"Norte","Menos de 15 anos",2004,"Abril","Mulheres",109,"8"
"Norte","Menos de 15 anos",2004,"Maio","Homens",141,"4"
"Norte","Menos de 15 anos",2004,"Maio","Mulheres",129,"5"
"Norte","Menos de 15 anos",2004,"Junho","Homens",145,"8"
"Norte","Menos de 15 anos",2004,"Junho","Mulheres",123,"4"
"Norte","Menos de 15 anos",2004,"Julho","Homens",129,"2"
"Norte","Menos de 15 anos",2004,"Julho","Mulheres",134,"6"
"Norte","Menos de 15 anos",2004,"Agosto","Homens",138,"5"
"Norte","Menos de 15 anos",2004,"Agosto","Mulheres",138,"6"
"Norte","Menos de 15 anos",2004,"Setembro","Homens",102,"1"
"Norte","Menos de 15 anos",2004,"Setembro","Mulheres",126,"1"
"Norte","Menos de 15 anos",2004,"Outubro","Homens",124,"4"
"Norte","Menos de 15 anos",2004,"Outubro","Mulheres",111,"5"
"Norte","Menos de 15 anos",2004,"Novembro","Homens",98,"1"
"Norte","Menos de 15 anos",2004,"Novembro","Mulheres",99,"4"
"Norte","Menos de 15 anos",2004,"Dezembro","Homens",105,"1"
"Norte","Menos de 15 anos",2004,"Dezembro","Mulheres",118,"3"
"Norte","Menos de 15 anos",2004,"Janeiro","Homens",151,"9"
"Norte","Menos de 15 anos",2004,"Janeiro","Mulheres",123,"6"
"Norte","Menos de 15 anos",2004,"Fevereiro","Homens",119,"7"
"Norte","Menos de 15 anos",2004,"Fevereiro","Mulheres",128,"1"
"Norte","Menos de 15 anos",2004,"Março","Homens",167,"7"
"Norte","Menos de 15 anos",2004,"Março","Mulheres",124,"8"
"Norte","Menos de 15 anos",2004,"Abril","Homens",160,"5"
"Norte","Menos de 15 anos",2004,"Abril","Mulheres",123,"4"
"Norte","Menos de 15 anos",2004,"Maio","Homens",149,"1"
"Norte","Menos de 15 anos",2004,"Maio","Mulheres",147,"4"
"Norte","Menos de 15 anos",2004,"Junho","Homens",125,"-"
"Norte","Menos de 15 anos",2004,"Junho","Mulheres",132,"1"
"Norte","Menos de 15 anos",2004,"Julho","Homens",136,"4"
"Norte","Menos de 15 anos",2004,"Julho","Mulheres",144,"3"
"Norte","Menos de 15 anos",2004,"Agosto","Homens",154,"3"
"Norte","Menos de 15 anos",2004,"Agosto","Mulheres",126,"4"
"Norte","Menos de 15 anos",2004,"Setembro","Homens",128,"3"
"Norte","Menos de 15 anos",2004,"Setembro","Mulheres",138,"3"
"Norte","Menos de 15 anos",2004,"Outubro","Homens",149,"2"
"Norte","Menos de 15 anos",2004,"Outubro","Mulheres",129,"3"
"Norte","Menos de 15 anos",2004,"Novembro","Homens",113,"3"
"Norte","Menos de 15 anos",2004,"Novembro","Mulheres",129,"5"
"Norte","Menos de 15 anos",2004,"Dezembro","Homens",116,"5"
"Norte","Menos de 15 anos",2004,"Dezembro","Mulheres",115,"2"
"Norte","Menos de 15 anos",2005,"Janeiro","Homens",128,"6"
"Norte","Menos de 15 anos",2005,"Janeiro","Mulheres",119,"3"
"Norte","Menos de 15 anos",2005,"Fevereiro","Homens",119,"3"
"Norte","Menos de 15 anos",2005,"Fevereiro","Mulheres",117,"7"
"Norte","Menos de 15 anos",2005,"Março","Homens",166,"3"
"Norte","Menos de 15 anos",2005,"Março","Mulheres",148,"5"
"Norte","Menos de 15 anos",2005,"Abril","Homens",150,"4"
"Norte","Menos de 15 anos",2005,"Abril","Mulheres",147,"7"
"Norte","Menos de 15 anos",2005,"Maio","Homens",163,"5"
"Norte","Menos de 15 anos",2005,"Maio","Mulheres",139,"4"
"Norte","Menos de 15 anos",2005,"Junho","Homens",155,"5"
"Norte","Menos de 15 anos",2005,"Junho","Mulheres",120,"3"
"Norte","Menos de 15 anos",2005,"Julho","Homens",130,"5"
"Norte","Menos de 15 anos",2005,"Julho","Mulheres",132,"1"
"Norte","Menos de 15 anos",2005,"Agosto","Homens",144,"4"
"Norte","Menos de 15 anos",2005,"Agosto","Mulheres",143,"4"
"Norte","Menos de 15 anos",2005,"Setembro","Homens",158,"1"
"Norte","Menos de 15 anos",2005,"Setembro","Mulheres",150,"2"
"Norte","Menos de 15 anos",2005,"Outubro","Homens",146,"1"
"Norte","Menos de 15 anos",2005,"Outubro","Mulheres",127,"4"
"Norte","Menos de 15 anos",2005,"Novembro","Homens",119,"1"
"Norte","Menos de 15 anos",2005,"Novembro","Mulheres",114,"4"
"Norte","Menos de 15 anos",2005,"Dezembro","Homens",103,"5"
"Norte","Menos de 15 anos",2005,"Dezembro","Mulheres",129,"2"
"Norte","Menos de 15 anos",2005,"Janeiro","Homens",138,"7"
"Norte","Menos de 15 anos",2005,"Janeiro","Mulheres",148,"3"
"Norte","Menos de 15 anos",2005,"Fevereiro","Homens",115,"8"
"Norte","Menos de 15 anos",2005,"Fevereiro","Mulheres",133,"5"
"Norte","Menos de 15 anos",2005,"Março","Homens",156,"4"
"Norte","Menos de 15 anos",2005,"Março","Mulheres",141,"6"
"Norte","Menos de 15 anos",2005,"Abril","Homens",158,"6"
"Norte","Menos de 15 anos",2005,"Abril","Mulheres",147,"8"
"Norte","Menos de 15 anos",2005,"Maio","Homens",163,"6"
"Norte","Menos de 15 anos",2005,"Maio","Mulheres",148,"2"
"Norte","Menos de 15 anos",2005,"Junho","Homens",159,"4"
"Norte","Menos de 15 anos",2005,"Junho","Mulheres",152,"5"
"Norte","Menos de 15 anos",2005,"Julho","Homens",137,"2"
"Norte","Menos de 15 anos",2005,"Julho","Mulheres",154,"6"
"Norte","Menos de 15 anos",2005,"Agosto","Homens",175,"7"
"Norte","Menos de 15 anos",2005,"Agosto","Mulheres",153,"10"
"Norte","Menos de 15 anos",2005,"Setembro","Homens",178,"4"
"Norte","Menos de 15 anos",2005,"Setembro","Mulheres",160,"7"
"Norte","Menos de 15 anos",2005,"Outubro","Homens",150,"9"
"Norte","Menos de 15 anos",2005,"Outubro","Mulheres",135,"5"
"Norte","Menos de 15 anos",2005,"Novembro","Homens",127,"2"
"Norte","Menos de 15 anos",2005,"Novembro","Mulheres",127,"3"
"Norte","Menos de 15 anos",2005,"Dezembro","Homens",137,"-"
"Norte","Menos de 15 anos",2005,"Dezembro","Mulheres",122,"2"
"Norte","Menos de 15 anos",2005,"Janeiro","Homens",151,"8"
"Norte","Menos de 15 anos",2005,"Janeiro","Mulheres",129,"8"
"Norte","Menos de 15 anos",2005,"Fevereiro","Homens",156,"4"
"Norte","Menos de 15 anos",2005,"Fevereiro","Mulheres",157,"6"
"Norte","Menos de 15 anos",2005,"Março","Homens",178,"6"
"Norte","Menos de 15 anos",2005,"Março","Mulheres",166,"5"
"Norte","Menos de 15 anos",2005,"Abril","Homens",166,"6"
"Norte","Menos de 15 anos",2005,"Abril","Mulheres",151,"-"
"Norte","Menos de 15 anos",2005,"Maio","Homens",152,"6"
"Norte","Menos de 15 anos",2005,"Maio","Mulheres",142,"8"
"Norte","Menos de 15 anos",2005,"Junho","Homens",147,"5"
"Norte","Menos de 15 anos",2005,"Junho","Mulheres",158,"1"
"Norte","Menos de 15 anos",2005,"Julho","Homens",137,"7"
"Norte","Menos de 15 anos",2005,"Julho","Mulheres",138,"6"
"Norte","Menos de 15 anos",2005,"Agosto","Homens",148,"5"
"Norte","Menos de 15 anos",2005,"Agosto","Mulheres",139,"4"
"Norte","Menos de 15 anos",2005,"Setembro","Homens",146,"2"
"Norte","Menos de 15 anos",2005,"Setembro","Mulheres",123,"-"
"Norte","Menos de 15 anos",2005,"Outubro","Homens",152,"2"
"Norte","Menos de 15 anos",2005,"Outubro","Mulheres",144,"3"
"Norte","Menos de 15 anos",2005,"Novembro","Homens",117,"1"
"Norte","Menos de 15 anos",2005,"Novembro","Mulheres",126,"3"
"Norte","Menos de 15 anos",2005,"Dezembro","Homens",128,"1"
"Norte","Menos de 15 anos",2005,"Dezembro","Mulheres",119,"3"
"Norte","Menos de 15 anos",2005,"Janeiro","Homens",132,"5"
"Norte","Menos de 15 anos",2005,"Janeiro","Mulheres",160,"4"
"Norte","Menos de 15 anos",2005,"Fevereiro","Homens",143,"5"
"Norte","Menos de 15 anos",2005,"Fevereiro","Mulheres",125,"3"
"Norte","Menos de 15 anos",2005,"Março","Homens",159,"4"
"Norte","Menos de 15 anos",2005,"Março","Mulheres",149,"6"
"Norte","Menos de 15 anos",2005,"Abril","Homens",144,"5"
"Norte","Menos de 15 anos",2005,"Abril","Mulheres",144,"4"
"Norte","Menos de 15 anos",2005,"Maio","Homens",148,"3"
"Norte","Menos de 15 anos",2005,"Maio","Mulheres",141,"6"
"Norte","Menos de 15 anos",2005,"Junho","Homens",162,"2"
"Norte","Menos de 15 anos",2005,"Junho","Mulheres",120,"3"
"Norte","Menos de 15 anos",2005,"Julho","Homens",168,"8"
"Norte","Menos de 15 anos",2005,"Julho","Mulheres",155,"5"
"Norte","Menos de 15 anos",2005,"Agosto","Homens",135,"13"
"Norte","Menos de 15 anos",2005,"Agosto","Mulheres",147,"5"
"Norte","Menos de 15 anos",2005,"Setembro","Homens",137,"5"
"Norte","Menos de 15 anos",2005,"Setembro","Mulheres",113,"3"
"Norte","Menos de 15 anos",2005,"Outubro","Homens",115,"1"
"Norte","Menos de 15 anos",2005,"Outubro","Mulheres",110,"3"
"Norte","Menos de 15 anos",2005,"Novembro","Homens",112,"2"
"Norte","Menos de 15 anos",2005,"Novembro","Mulheres",123,"2"
"Norte","Menos de 15 anos",2005,"Dezembro","Homens",97,"3"
"Norte","Menos de 15 anos",2005,"Dezembro","Mulheres",83,"-"
"Norte","Menos de 15 anos",2005,"Janeiro","Homens",105,"7"
"Norte","Menos de 15 anos",2005,"Janeiro","Mulheres",137,"5"
"Norte","Menos de 15 anos",2005,"Fevereiro","Homens",118,"4"
"Norte","Menos de 15 anos",2005,"Fevereiro","Mulheres",118,"4"
"Norte","Menos de 15 anos",2005,"Março","Homens",134,"5"
"Norte","Menos de 15 anos",2005,"Março","Mulheres",124,"5"
"Norte","Menos de 15 anos",2005,"Abril","Homens",126,"2"
"Norte","Menos de 15 anos",2005,"Abril","Mulheres",98,"1"
"Norte","Menos de 15 anos",2005,"Maio","Homens",138,"3"
"Norte","Menos de 15 anos",2005,"Maio","Mulheres",122,"5"
"Norte","Menos de 15 anos",2005,"Junho","Homens",109,"3"
"Norte","Menos de 15 anos",2005,"Junho","Mulheres",133,"8"
"Norte","Menos de 15 anos",2005,"Julho","Homens",141,"2"
"Norte","Menos de 15 anos",2005,"Julho","Mulheres",125,"2"
"Norte","Menos de 15 anos",2005,"Agosto","Homens",131,"6"
"Norte","Menos de 15 anos",2005,"Agosto","Mulheres",116,"1"
"Norte","Menos de 15 anos",2005,"Setembro","Homens",128,"1"
"Norte","Menos de 15 anos",2005,"Setembro","Mulheres",105,"2"
"Norte","Menos de 15 anos",2005,"Outubro","Homens",112,"3"
"Norte","Menos de 15 anos",2005,"Outubro","Mulheres",98,"2"
"Norte","Menos de 15 anos",2005,"Novembro","Homens",109,"1"
"Norte","Menos de 15 anos",2005,"Novembro","Mulheres",92,"2"
"Norte","Menos de 15 anos",2005,"Dezembro","Homens",100,"-"
"Norte","Menos de 15 anos",2005,"Dezembro","Mulheres",97,"1"
"Norte","15 anos",2006,"Janeiro","Homens",230,"21"
"Norte","15 anos",2006,"Janeiro","Mulheres",196,"16"
"Norte","15 anos",2006,"Fevereiro","Homens",198,"13"
"Norte","15 anos",2006,"Fevereiro","Mulheres",213,"17"
"Norte","15 anos",2006,"Março","Homens",239,"20"
"Norte","15 anos",2006,"Março","Mulheres",231,"16"
"Norte","15 anos",2006,"Abril","Homens",203,"24"
"Norte","15 anos",2006,"Abril","Mulheres",202,"4"
"Norte","15 anos",2006,"Maio","Homens",232,"12"
"Norte","15 anos",2006,"Maio","Mulheres",194,"17"
"Norte","15 anos",2006,"Junho","Homens",191,"13"
"Norte","15 anos",2006,"Junho","Mulheres",209,"16"
"Norte","15 anos",2006,"Julho","Homens",215,"16"
"Norte","15 anos",2006,"Julho","Mulheres",206,"14"
"Norte","15 anos",2006,"Agosto","Homens",187,"15"
"Norte","15 anos",2006,"Agosto","Mulheres",159,"10"
"Norte","15 anos",2006,"Setembro","Homens",206,"8"
"Norte","15 anos",2006,"Setembro","Mulheres",183,"17"
"Norte","15 anos",2006,"Outubro","Homens",161,"7"
"Norte","15 anos",2006,"Outubro","Mulheres",177,"18"
"Norte","15 anos",2006,"Novembro","Homens",143,"9"
"Norte","15 anos",2006,"Novembro","Mulheres",146,"12"
"Norte","15 anos",2006,"Dezembro","Homens",104,"5"
"Norte","15 anos",2006,"Dezembro","Mulheres",130,"10"
"Norte","15 anos",2006,"Janeiro","Homens",183,"22"
"Norte","15 anos",2006,"Janeiro","Mulheres",191,"15"
"Norte","15 anos",2006,"Fevereiro","Homens",185,"16"
"Norte","15 anos",2006,"Fevereiro","Mulheres",164,"10"
"Norte","15 anos",2006,"Março","Homens",210,"12"
"Norte","15 anos",2006,"Março","Mulheres",208,"15"
"Norte","15 anos",2006,"Abril","Homens",240,"16"
"Norte","15 anos",2006,"Abril","Mulheres",200,"19"
"Norte","15 anos",2006,"Maio","Homens",196,"16"
"Norte","15 anos",2006,"Maio","Mulheres",187,"19"
"Norte","15 anos",2006,"Junho","Homens",193,"14"
"Norte","15 anos",2006,"Junho","Mulheres",188,"9"
"Norte","15 anos",2006,"Julho","Homens",204,"17"
"Norte","15 anos",2006,"Julho","Mulheres",166,"12"
"Norte","15 anos",2006,"Agosto","Homens",179,"9"
"Norte","15 anos",2006,"Agosto","Mulheres",142,"14"
"Norte","15 anos",2006,"Setembro","Homens",165,"16"
"Norte","15 anos",2006,"Setembro","Mulheres",156,"16"
"Norte","15 anos",2006,"Outubro","Homens",149,"15"
"Norte","15 anos",2006,"Outubro","Mulheres",126,"8"
"Norte","15 anos",2006,"Novembro","Homens",146,"12"
"Norte","15 anos",2006,"Novembro","Mulheres",138,"4"
"Norte","15 anos",2006,"Dezembro","Homens",129,"7"
